Id,Name,Rating,Author,Genre,Made with,Tags,Github_links,Url,Total ratings,Repo_Name,repoAge,forks,watchers,stars,openIssues,closedIssues,totalIssues,issuesOpenedLast6Months,AvgIssueCloseTime,commits,dateOfLastCommit,daysOfActivity,commitsInLast6Months,committersParticipation,assets_Images,assets_Audio,assets_3D Models,assets_Shaders,assets_Fonts,assets_Videos,assets_Tilemaps,tests_hasSomeTestFolder?,tests_Test Folders,tests_hasPotentialTestFiles?,tests_hasTestFiles,docs_HasDocs,llm_testing_Bug Related Activity,llm_testing_Testing Practices,llm_testing_Troubleshooting Practices,llm_testing_Contribution Practices,engine_EngineOrFramework
10136,Hypnagonia,3.9,db0,Card Game,Godot,"2D,Deck Building,Dreams,free-software,Godot,gpl,Open Source,Roguelite,Surreal",https://github.com/db0/hypnagonia,https://dbzer0.itch.io/hypnagonia,12.0,hypnagonia,1572,14,101,101,0,159,228,0,0.0,1752,2025-04-10 12:52:58+00:00,1393,1,12,1009,132,0,14,29,0,0,Yes,tests,Yes,Yes,Yes,Yes,No,No,No,Unity
9518,Hypnoteyes,,zstojanovic,Action,libGDX,"2D,Casual,Open Source,Physics,Short,Singleplayer",https://github.com/zstojanovic/hypnoteyes,https://zstojanovic.itch.io/hypnoteyes,,hypnoteyes,1934,0,1,1,0,0,0,0,0.0,5,2020-07-03 15:30:57+00:00,13,0,1,17,4,0,0,1,0,0,No,,No,,Yes,No,No,No,No,libGDX
10211,Interworld Tech Demo,5.0,Kartoffelsaft,Simulation,TIC-80,"Open Source,Open World,Procedural Generation,Sandbox,Sci-fi,Space Sim,TIC-80",https://github.com/Kartoffelsaft/interworld,https://kartoffelsaft.itch.io/interworld-tech-demo,1.0,interworld,730,0,0,0,0,0,0,0,0.0,18,2024-08-08 04:53:03+00:00,306,0,1,0,0,0,0,0,0,0,No,,No,,No,No,No,No,No,Unknown
721,Into Ruins,4.7,SPARSE//GameDev,Role Playing,PICO-8,"8-Bit,Fantasy,Hex Based,Indie,Isometric,PICO-8,Pixel Art,Roguelike,Tactical,Turn-based",https://github.com/Woflox/intoruins,https://sparsegamedev.itch.io/into-ruins,107.0,intoruins,1076,1,40,40,0,0,2,0,0.0,424,2024-05-06 22:00:31+00:00,559,0,1,6,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9354,Isomorphic,,minkcv,"Adventure,Platformer,Puzzle",?,"3D Platformer,fez,monument,Open Source,Puzzle-Platformer,Side Scroller,valley,Voxel",https://github.com/minkcv/isomorphic,https://minkcv.itch.io/isomorphic,,isomorphic,3568,0,6,6,0,0,0,0,0.0,39,2016-04-11 04:50:26+00:00,102,0,1,404,4,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
2060,Your Turn to Die: -Jackleg Participants-,4.8,sanguine1038,Visual Novel,RPG Maker,"2D,Creepy,Pixel Art,RPG Maker,Singleplayer,your-turn-to-die,yttd",https://github.com/sanguine1038/Jackleg-Participants-MV,https://sanguine1038.itch.io/jackleg-participants,18.0,Jackleg-Participants-MV,1239,1,1,1,0,0,0,0,0.0,422,2023-11-23 10:41:22+00:00,556,0,1,1137,783,0,0,1,0,0,No,,No,,Yes,No,No,No,No,RPG Maker
9690,Jetpaca,,Akien,Action,Godot,"alpaca,foss,Godot,jetpack,Open Source",https://github.com/KOBUGE-Games/jetpaca,https://akien.itch.io/jetpaca,,jetpaca,3533,15,61,61,12,10,22,0,0.0,109,2021-11-10 22:08:13+00:00,2107,0,6,448,28,0,0,1,0,0,Yes,test,Yes,Yes,Yes,No,No,No,No,Godot
9538,Joinable Beans,,Gamefal,Platformer,Unity,"3D,Level Editor,Open Source,Prototype,Simple,Singleplayer,Unity",https://github.com/gamefal1820/joinable-beans,https://gamefal.itch.io/joinable-beans,,joinable-beans,757,0,1,1,0,0,0,0,0.0,6,2023-10-13 18:51:31+00:00,33,0,1,32,6,10,13,3,0,0,Yes,test,Yes,,Yes,No,No,No,No,Unity
8365,JUGGLRX prototype,4.7,a327ex,Action,LÖVE,?,https://github.com/a327ex/JUGGLRX-prototype,https://a327ex.itch.io/jugglrx-prototype,42.0,JUGGLRX-prototype,1798,1,24,24,0,1,0,0,0.0,3,2020-11-03 13:11:25+00:00,0,0,1,0,21,0,6,1,0,0,No,,No,,Yes,No,No,No,No,Unity
9650,Jump & Sword & Dash,,ayylmaostudios,Platformer,?,"2D,8-Bit,Godot,libre,Open Source,opensource,Pixel Art,Retro",https://github.com/Garydos/jump-sword-dash,https://ayylmaostudios.itch.io/jump-sword-dash,,jump-sword-dash,2278,10,37,37,0,0,0,0,0.0,5,2019-07-11 23:43:12+00:00,0,0,1,35,30,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unity
1160,Just One Boss,4.8,ayla~nonsense,Action,"PICO-8,Aseprite,Sublime Text","8-Bit,Boss battle,charming,Cute,jazzy,PICO-8",https://github.com/bridgs/just-one-boss,https://aylanonsense.itch.io/just-one-boss,493.0,just-one-boss,2882,9,48,48,0,0,0,0,0.0,86,2022-03-15 04:17:27+00:00,1581,0,1,1,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10256,Kanji God,5.0,MascaChapas27,Educational,?,"2D,japanese,kanji,languages,Mouse only,Open Source,Point & Click,Relaxing,SFML,Simple",https://github.com/MascaChapas27/Kanji-God,https://mascachapas27.itch.io/kanji-god,2.0,Kanji-God,573,0,0,0,0,0,0,0,0.0,99,2025-07-12 10:45:56+00:00,486,4,1,28,5,0,0,3,0,0,No,,No,,Yes,Yes,No,No,No,Unknown
3882,Escape from Kettuloch,4.1,SnepShark,"Interactive Fiction,Adventure",?,"Dungeon Crawler,Fantasy,fox,Furry,Singleplayer,Text based,tf,transformation,Twine",https://github.com/SnepShark/Kettuloch,https://snepshark.itch.io/escape-from-kettuloch,32.0,Kettuloch,1206,1,0,0,0,0,0,0,0.0,8,2022-07-29 19:59:57+00:00,41,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10428,Keyper,,Lukas Vaiciunas,Strategy,"GIMP,Audacity,Allegro","2D,Open Source,Perma Death,Pixel Art,Procedural Generation,Roguelike,Roguelite,Singleplayer,Top-Down,Turn-based",https://github.com/lukas-vaiciunas/keyper,https://lukas-vaiciunas.itch.io/keyper,,keyper,1351,0,0,0,0,0,0,0,0.0,8,2022-01-24 05:31:59+00:00,0,0,1,4,6,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unknown
9582,Kill Camels,,Cc618,Platformer,?,"2D,Open Source,Pixel Art",https://github.com/Cc618/Kill-Camels,https://cc618.itch.io/kill-camels,,Kill-Camels,2190,0,0,0,0,0,0,0,0.0,5,2019-10-07 21:15:47+00:00,0,0,1,51,15,0,2,1,0,0,No,,No,,Yes,Yes,Yes,No,No,Unity
9886,KINDERGARTEN MASSAKER,4.0,DOMESTIQUE BASTON* - (*Pure label),"Action,Survival","Godot,Aseprite,ChipTone","16-bit,2D,Bullet Hell,one-button,Open Source,Pixel Art,Retro,Singleplayer,Top down shooter",https://github.com/DomestiqueBaston/KINDERGARTEN_MASSAKER,https://domestique-baston.itch.io/kindergarten-massaker,1.0,KINDERGARTEN_MASSAKER,986,0,1,1,0,50,50,0,0.0,801,2024-10-17 08:12:00+00:00,632,0,2,107,99,0,12,1,0,0,No,,No,,Yes,No,No,No,No,Unknown
9676,KittenChaos,,A_Thor,Action,"Krita,Godot,GIMP","2D,Cats,Cute,Endless,Fast-Paced,Godot,High Score,Open Source,party-game,sourcecode",https://github.com/ThorGameDev/KittenChaos,https://a-thor.itch.io/kittenchaos,,KittenChaos,721,0,0,0,0,0,0,0,0.0,2,2023-10-15 21:55:06+00:00,0,0,1,6,2,0,0,0,0,0,No,,No,,No,No,No,No,No,Godot
2239,KittyClinic,4.0,cnnmon,"Simulation,Educational,Puzzle,Visual Novel","Bosca Ceoil,Unity,Paint Tool SAI","2D,Casual,Cats,Cute,Singleplayer,Unity",https://github.com/cnnmon/KittyClinic,https://cnnmon.itch.io/kittyclinic,179.0,KittyClinic,2481,0,1,1,0,0,0,0,0.0,3,2018-12-20 23:13:18+00:00,0,0,2,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10307,KlSS,5.0,bodro,Puzzle,"Audacity,MonoGame,Paint.net","2D,atari,Open Source,pixel,Retro,Singleplayer",https://github.com/LeBodro/KlSS,https://bodro.itch.io/klss,2.0,KlSS,2374,1,5,5,1,0,1,0,0.0,111,2019-05-03 15:29:50+00:00,26,0,2,18,5,0,0,0,0,0,No,,No,,Yes,No,No,No,No,MonoGame/XNA
9619,LabSim,,Aeonic,Educational,?,"2D,chemistry,First-Person,Open Source,Pixel Art,pixelated,Sandbox,Simple,Singleplayer",https://github.com/ebp012/labsim,https://aeonicofficial.itch.io/labsim,,labsim,633,0,0,0,0,0,0,0,0.0,50,2025-05-06 16:04:55+00:00,480,1,1,19,0,0,0,4,4,0,No,,Yes,,Yes,Yes,No,No,No,Unknown
10168,Lavender Hollow (Demo!),4.5,Cicada Carpenter,Adventure,"Blender,Krita,Godot,Aseprite","3D,Cute,Ghosts,Monsters,Narrative,Nonlinear,Non violent,Open Source,Pixel Art,Spooky",https://github.com/shadybug/lavender-hollow,https://shadybug.itch.io/lavender-hollow,6.0,lavender-hollow,2166,1,4,4,0,0,0,0,0.0,15,2019-11-02 05:59:36+00:00,0,0,1,46,0,17,0,1,0,0,No,,No,,Yes,No,No,No,No,Godot
8829,Carpentangle,,Dashing Strike,Puzzle,?,"Game Jam,Ludum Dare 50,Open Source",https://github.com/Jimbly/LD50-carpentangle,https://dashingstrike.itch.io/carpentangle,,LD50-carpentangle,1283,0,0,0,0,0,0,0,0.0,51,2022-04-21 01:03:32+00:00,19,0,1,49,40,2,0,0,0,0,No,,Yes,,Yes,No,No,No,No,Unity
8875,LD51: Spooky Shooter,,?,Shooter,Unity,"Ludum Dare,Ludum Dare 51,Open Source,Unity",https://github.com/vksokolov/LD51,https://mgnta.itch.io/ld51-spooky-shooter,,LD51,1101,0,0,0,0,0,0,0,0.0,32,2022-10-02 21:28:21+00:00,1,0,2,18,11,0,13,1,0,0,Yes,tests,Yes,Yes,Yes,No,No,No,No,Unity
9321,LD54 - Shoot'n Trade,,PatBGames,Action,Phaser,"Bullet Hell,Ludum Dare 54,Open Source,Shoot 'Em Up,Singleplayer,upgrades",https://github.com/PatBG/LD54,https://patbgames.itch.io/ld54-shoot-n-trade,,LD54,731,0,2,2,0,0,0,0,0.0,133,2023-12-28 22:23:13+00:00,84,0,1,38,6,0,34,0,0,0,Yes,test,Yes,,Yes,Yes,Yes,No,Yes,Phaser
6486,Legend of Lua,5.0,Challacade,?,?,?,https://github.com/kyleschaub/legend-of-lua,https://challacade.itch.io/legend-of-lua,14.0,legend-of-lua,1817,64,466,466,9,0,0,0,0.0,283,2025-07-21 15:27:59+00:00,1740,1,1,135,19,0,0,13,0,30,Yes,spec; tests,Yes,Yes,Yes,Yes,No,No,No,LÖVE
10095,Idle Mushroom,4.0,hundun,Simulation,?,"Clicker,Idle,libGDX,Open Source,Tilemap",https://github.com/hundun000/libgdx-IdleMushroom,https://hundun.itch.io/idle-mushroom,1.0,libgdx-IdleMushroom,676,0,1,1,0,0,0,0,0.0,8,2025-05-31 18:26:21+00:00,548,1,1,44,2,0,0,3,0,0,No,,No,,Yes,No,No,No,No,Unknown
8905,TextUma,,hundun,Simulation,?,"libGDX,Open Source",https://github.com/hundun000/libgdx-TextUma,https://hundun.itch.io/textuma,,libgdx-TextUma,1161,0,5,5,0,0,0,0,0.0,24,2023-10-07 01:56:27+00:00,431,0,1,43,0,0,0,6,0,0,No,,No,,Yes,No,No,No,No,Unity
9237,The Library of Babel,,AugustFU,Adventure,"Aseprite,pygame","Creepy,infinite-runner,Open Source,Open World,Pixel Art,Psychological Horror,secrets",https://github.com/AugustFU/Library_of_babel,https://augustfu.itch.io/the-library-of-babel,,Library_of_babel,1148,0,1,1,0,0,0,0,0.0,37,2025-09-11 17:29:55+00:00,1123,1,5,102,8,0,0,1,0,0,No,,Yes,,Yes,No,No,No,No,Unity
552,Falling Lightblocks,4.5,MrStahlfelge,Puzzle,libGDX,"Arcade,Game Boy,gamepad,libGDX,mobile,Multiplayer,NES (Nintendo Entertainment System),Retro,Singleplayer,Tetris",https://github.com/MrStahlfelge/lightblocks,https://mrstahlfelge.itch.io/lightblocks,21.0,lightblocks,1897,22,185,185,19,31,50,2,0.0,1491,2025-06-06 07:59:35+00:00,1775,2,2,94,26,0,0,15,0,0,Yes,test,Yes,Yes,Yes,Yes,No,No,Yes,libGDX
9525,LIGHTSPEED,,timboe,Simulation,?,"2D,Arcade,Open Source,Physics",https://github.com/timboe/LIGHTSPEED,https://timboe.itch.io/lightspeed,,LIGHTSPEED,4747,1,4,4,0,0,0,0,0.0,22,2017-07-30 17:08:38+00:00,1757,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9447,LinePaths,5.0,bluefire_phoenix,Puzzle,"Aseprite,GameMaker","2D,Casual,GameMaker,Minimalist,Open Source,Pixel Art,Short,Singleplayer",https://github.com/bloofirephoenix/LinePaths,https://bluefire-phoenix.itch.io/linepaths,1.0,LinePaths,1640,0,1,1,0,0,0,0,0.0,6,2021-04-14 16:12:11+00:00,4,0,1,42,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9130,Loose Bits,,pixelomer,Shooter,?,"Open Source,Pixel Art,Short",https://github.com/pixelomer/LooseBits,https://pixelomer.itch.io/loose-bits,,LooseBits,1169,0,1,1,0,0,0,0,0.0,2,2022-07-25 19:55:46+00:00,0,0,1,5,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9411,Дотянись [LD48],5.0,Dmitry Mozgin,Puzzle,Unity,"2D,Abstract,Ludum Dare 48,Mouse only,Open Source,Physics",https://github.com/m039/LudumDare48,https://m039.itch.io/reach-that-point-ld48-indikator,1.0,LudumDare48,1628,0,0,0,0,0,0,0,0.0,19,2021-05-01 23:40:34+00:00,10,0,1,4,1,0,13,3,0,0,No,,No,,Yes,No,No,No,No,Unity
8926,Lumacryte,,?,Adventure,?,"2D,Exploration,Ghosts,Global Game Jam,kivy,Open Source,Procedural Generation,python,Singleplayer",https://github.com/LupaDevStudio/Lumacryte,https://the-washing-machine.itch.io/lumacryte,,Lumacryte,811,0,1,1,12,0,12,0,0.0,3,2023-09-06 09:54:04+00:00,50,0,1,379,22,0,0,2,0,0,No,,No,,Yes,No,No,No,No,Unknown
10426,Lumberjack vs Monsters,,GolfNorth,Survival,?,"Open Source,Survival Horror,Unity",https://github.com/GolfNorth/LumberjackVsMonsters,https://golfnorth.itch.io/lumberjack-vs-monsters,,LumberjackVsMonsters,1872,1,1,1,0,0,0,0,0.0,7,2020-08-21 20:31:42+00:00,0,0,1,3,15,1,0,2,0,0,No,,No,,Yes,No,No,No,No,Unity
9983,Princess Luna against cakes,,TAV (NTFS),Action,SFML,"2D,Fantasy,Indie,Open Source,SFML,Singleplayer",https://github.com/tereshenkovav/LunaDenyCakesGame,https://tav-developer.itch.io/princess-luna-against-cakes,,LunaDenyCakesGame,817,1,0,0,3,5,8,0,0.0,84,2024-11-09 15:13:45+00:00,486,0,2,34,5,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unknown
8938,Moon Lander,,nylecm,Platformer,?,"lander,lunar,lunar-lander,moon,Open Source,relationship,rocket,Sci-fi,Space",https://github.com/nylecm/Lunar-Lander,https://nylecm.itch.io/moon-lander,,Lunar-Lander,1331,0,1,1,0,0,0,0,0.0,106,2022-06-04 00:40:11+00:00,110,0,1,33,2,0,13,7,0,0,No,,No,,Yes,No,No,No,No,Unity
6731,Mackerelmedia Fish (ARG),4.9,alienmelon,?,?,"alt-game,Altgame,arg,art-game,mackerelmediafish,text-adventure",https://github.com/alienmelon/mackerelmediafish-source,https://alienmelon.itch.io/mackerelmedia-fish,58.0,mackerelmediafish-source,2014,0,14,14,0,0,0,0,0.0,15,2020-04-24 20:41:21+00:00,23,0,1,730,1802,0,0,20,4,0,No,,No,,Yes,No,No,No,No,Unknown
10334,* Mai-chan's *  Sweet buns,5.0,Jordgubben,Puzzle,?,"buns,elm,Open Source",https://github.com/jordgubben/mai-chan,https://jordgubben.itch.io/mai-chans-sweet-buns,3.0,mai-chan,2567,0,2,2,0,1,1,0,0.0,165,2019-12-25 15:36:10+00:00,455,0,1,4,0,0,0,0,0,0,Yes,tests,Yes,Yes,Yes,No,No,No,No,Unknown
8757,Make Words DX,,SugarVoid,Educational,Godot,"Casual,easy,Godot,Open Source,spelling,Typing",https://github.com/sugarvoid/make-words-dx,https://sugarvoid.itch.io/make-words-dx,,make-words-dx,666,0,0,0,1,0,1,0,0.0,38,2024-05-30 21:58:30+00:00,172,0,1,3,0,0,0,2,0,0,No,,No,,Yes,No,No,No,No,Godot
9219,Mandelbrot Explorer,,flofriday.dev,?,?,"Math,Open Source,Playdate",https://github.com/flofriday/mandelbrot-playdate,https://flofridaydev.itch.io/mandelbrot-explorer,,mandelbrot-playdate,731,0,4,4,0,0,0,0,0.0,23,2024-02-20 14:51:15+00:00,137,0,1,3,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
8484,Family Mansion,4.9,brlka,Action,OpenFL,"2D,Atmospheric,Boss battle,Creepy,Difficult,Female Protagonist,Horror,Shoot 'Em Up,Souls-like",https://github.com/tobyalden/mansion,https://brlka.itch.io/family-mansion,17.0,mansion,2248,0,0,0,0,0,0,0,0.0,226,2019-11-09 19:34:50+00:00,90,0,1,101,108,0,0,6,0,0,No,,No,,No,No,No,No,No,Unity
9221,Marble,,Mechanical Flower,Racing,"Inkscape,Godot,Blender","3D,Godot,marble,Open Source,Procedural Generation",https://github.com/MechanicalFlower/Marble,https://mechanical-flower.itch.io/marble,,Marble,1015,2,10,10,0,0,0,0,0.0,173,2025-07-29 09:02:12+00:00,945,1,5,24,9,16,0,1,0,0,No,,Yes,,Yes,Yes,Yes,No,Yes,Unity
9049,maXOf field,,TheLisenok,Puzzle,Unity,"2D,Endless,Indie,Multiplayer,Open Source,Open World,Singleplayer,Unity",https://github.com/TheLisenok/maXOf_field,https://thelisenok.itch.io/maxof-field,,maXOf_field,333,0,0,0,0,0,0,0,0.0,5,2024-11-07 13:18:55+00:00,0,0,1,341,104,0,13,6,0,0,No,,No,,Yes,No,No,No,No,Unity
9305,Maze 0x72,,Lucas_Bremm,Puzzle,Unity,"2D,maze,Open Source,Pixel Art,Unity",https://github.com/LucasBremm/Maze0x72,https://lucas-bremm.itch.io/maze-0x72,,Maze0x72,1258,1,4,4,0,1,1,0,126.46,18,2022-05-27 02:15:36+00:00,30,0,1,11,0,0,13,1,0,0,No,,No,,Yes,No,No,No,No,Unity
9348,Maze Flyer (Linux Game Jam 2019),,FRACTiLE Games,"Simulation,Shooter",Godot,"6dof,First-Person,gamepad,Low-poly,maze,Open Source,Singleplayer",https://github.com/fractilegames/mazeflyer,https://fractilegames.itch.io/maze-flyer,,mazeflyer,2362,1,3,3,0,0,0,0,0.0,6,2019-04-27 06:52:26+00:00,7,0,2,2,5,1,0,0,0,0,No,,No,,Yes,No,No,No,No,Godot
9696,The Legend of the Melodious Mule,,netzapps,Action,MonoGame,"monogame,Open Source,Roguelike",https://github.com/angelanetzke/Melodious-Mule,https://netzapps.itch.io/the-legend-of-the-melodious-mule,,Melodious-Mule,1140,0,0,0,0,0,0,0,0.0,26,2022-10-23 23:29:42+00:00,62,0,1,21,6,0,0,1,0,0,No,,No,,Yes,No,No,No,No,MonoGame/XNA
9694,Melon Crusade,,Mechanical Flower,Platformer,Godot,"3D,frogger,Godot,Open Source,Speedrun",https://github.com/MechanicalFlower/MelonCrusade,https://mechanical-flower.itch.io/meloncrusade,,MelonCrusade,440,0,7,7,0,0,0,0,0.0,26,2025-03-27 12:14:56+00:00,247,0,3,92,21,608,0,2,0,0,No,,No,,Yes,Yes,Yes,No,No,Unity
8885,membRAN - the organism,,kornelf,"Strategy,Survival",?,"2D,Indie,logic,Open Source,organism,Real-Time,Real time strategy,Top-Down",https://github.com/Kornelf4/membRAN-GMTK-Gamejam-2024,https://kornelf.itch.io/membran,,membRAN-GMTK-Gamejam-2024,416,0,0,0,0,0,0,0,0.0,19,2024-09-19 18:53:56+00:00,34,0,1,16,1,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10192,Messages From the Universe Graveyard,4.9,Kanderwund,Interactive Fiction,?,"2D,Experimental,Exploration,glitch,Massively multiplayer,Multiplayer,Open Source,social,Surreal,Text based",https://github.com/kadw108/Messages-From-the-Universe-Graveyard,https://kanderwund.itch.io/messages,7.0,Messages-From-the-Universe-Graveyard,646,0,7,7,0,1,1,0,0.0,133,2025-05-26 05:35:28+00:00,512,5,1,0,0,0,0,0,0,3,No,,No,,Yes,No,No,No,No,Unknown
10546,Mighty Mike,4.3,Iliyas Jorio,Action,?,"90s,Open Source,pangea-software,Pixel Art,Remake,Retro,source-port,Top down shooter,Twin Stick Shooter",https://github.com/jorio/MightyMike,https://jorio.itch.io/mightymike,3.0,MightyMike,1638,16,191,191,8,0,17,0,0.0,260,2025-02-03 22:43:10+00:00,1394,0,4,37,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
1277,Mindustry Classic,4.7,Anuke,Strategy,libGDX,?,https://github.com/Anuken/Mindustry-Classic,https://anuke.itch.io/mindustry-classic,104.0,Mindustry-Classic,2262,26,66,66,0,0,0,0,0.0,36,2021-03-24 19:56:39+00:00,606,0,3,481,32,0,0,3,0,0,No,,Yes,,Yes,No,No,No,No,libGDX
9625,Minesweeper (open source + cross platform),,Gamers House,Puzzle,?,"2D,cross-platform,hard,Open Source,Remake,Retro",https://github.com/UtopiaDreamTeam/Minesweeper,https://gamers-house.itch.io/minesweeper,,Minesweeper,1073,0,3,3,0,0,0,0,0.0,14,2022-11-02 16:18:35+00:00,4,0,1,65,0,0,0,5,0,0,No,,No,,Yes,No,No,No,No,Unknown
9685,Minesweeper Reverse,,Dmitry Mozgin,Puzzle,Unity,"Open Source,Procedural Generation",https://github.com/m039/MinesweeperReverse,https://m039.itch.io/minesweeper-reverse,,MinesweeperReverse,785,0,0,0,0,0,0,0,0.0,48,2024-07-20 17:19:19+00:00,342,0,1,34,5,0,13,15,0,0,No,,No,,Yes,No,No,No,No,Unity
8788,Little Game I made,,ELVELOZMUR,Shooter,"OpenFL,Haxe,Krita,LMMS","2D,Open Source,Singleplayer,Top-Down",https://github.com/ELVELOZMUR/minigame,https://elvelozmur.itch.io/little-game-i-made,,minigame,500,0,0,0,0,0,0,0,0.0,11,2024-10-03 12:04:32+00:00,132,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
9098,Minigame Pile,,Open Game Studio,?,?,"minigames,Open Source,Unreal Engine",https://github.com/rschuma2/MinigamePile,https://opengamestudio.itch.io/minigame-pile,,MinigamePile,2333,0,4,4,0,0,0,0,0.0,20,2019-06-21 04:17:10+00:00,34,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10159,Minigolf,4.8,llamacademy,Puzzle,Unity,"minigames,Open Source,Singleplayer,Tutorial",https://github.com/llamacademy/minigolf,https://llamacademy.itch.io/minigolf,4.0,minigolf,568,1,30,30,1,0,1,0,0.0,35,2025-01-16 22:33:06+00:00,305,0,2,39,0,24,30,2,0,0,No,,No,,Yes,Yes,No,No,No,Unity
9668,MiniLanding3D,,arda-guler,Simulation,?,"3D,Flight,Low-poly,lunar-lander,Open Source,Singleplayer,Space,Space Sim",https://github.com/arda-guler/miniLanding3D,https://arda-guler.itch.io/minilanding3d,,miniLanding3D,1470,2,2,2,1,0,1,0,0.0,31,2022-11-18 20:27:54+00:00,417,0,1,0,31,2,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9567,Mint Jumper,,JavaKira,"Platformer,Fighting,Shooter",Unity,"2D,Action-Adventure,Open Source,Pixel Art,Runner,Singleplayer,Unity",https://github.com/JavaKira/MintJumper,https://javakira.itch.io/mintjumper,,MintJumper,1318,0,4,4,0,0,0,0,0.0,171,2022-04-26 17:12:36+00:00,59,0,1,27,0,0,13,1,0,0,No,,No,,Yes,No,No,No,No,Unity
9517,Modest Bricks,,greg-kennedy,Puzzle,SDL,"clone,Open Source,sdl,Tetris",https://github.com/greg-kennedy/ModestBricks,https://greg-kennedy.itch.io/modest-bricks,,ModestBricks,1171,0,0,0,0,0,0,0,0.0,9,2022-12-03 19:59:56+00:00,133,0,1,25,1,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10094,Monkeying Around,4.5,isacben,Platformer,"Godot,GIMP","2D,GitHub,Godot,Indie,Open Source,Pixel Art",https://github.com/isacben/monkeying-around,https://isacben.itch.io/monkeying-around,2.0,monkeying-around,1065,0,2,2,0,0,0,0,0.0,48,2022-11-30 07:42:08+00:00,24,0,1,13,5,0,0,1,0,0,No,,No,,Yes,Yes,No,No,No,Unity
10015,Moon Bunny,,Reimon,Platformer,?,"3D,Atmospheric,Exploration,Low-poly,My First Game Jam,Open Source,Open World,Space,Walking simulator",https://github.com/ReimonO/Moon-Bunny,https://reimon.itch.io/moon-bunny,,Moon-Bunny,1771,0,0,0,0,0,0,0,0.0,2,2020-12-04 04:22:45+00:00,3,0,1,0,0,0,0,0,0,0,No,,No,,No,No,No,No,No,Unknown
9050,Mountain Mayhem,,samfromcadott,Action,?,"bike,Open Source,Pixel Art,Retro",https://github.com/samfromcadott/mountain-mayhem,https://samfromcadott.itch.io/mountain-mayhem,,mountain-mayhem,1038,0,1,1,0,0,0,0,0.0,72,2023-01-08 17:02:57+00:00,37,0,1,5,2,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9082,Moving Target Aiming,,jhocking,Action,Unity,"artificial-intelligence,Open Source,Unity",https://github.com/jhocking/MovingTargetAiming,https://jhocking.itch.io/moving-target-aiming,,MovingTargetAiming,1009,0,0,0,0,0,0,0,0.0,11,2023-01-02 13:47:42+00:00,1,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
9139,Mugen TenTou,,fmanga,Shooter,?,"Indie,minigames,Open Source,Singleplayer",https://github.com/felipemanga/MugenTenTou-MicoJS,https://fmanga.itch.io/mugen-tentou,,MugenTenTou-MicoJS,836,0,0,0,0,0,0,0,0.0,5,2023-06-24 20:28:02+00:00,1,0,1,46,0,0,0,0,0,0,No,,No,,No,No,No,No,No,Unknown
10401,Mush and Bounce,,True Narwhak,Platformer,"GameMaker,Adobe Photoshop,Aseprite,Adobe Illustrator","2D,Endless,GameMaker,Open Source,Pixel Art,Retro,Short,Singleplayer",https://github.com/TrueNarwhak/MushAndBounce,https://true-narwhak.itch.io/mush-and-bounce,,MushAndBounce,1466,0,2,2,0,0,0,0,0.0,31,2021-12-12 22:08:39+00:00,72,0,1,123,14,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9310,Mushroom Match,,RevolNoom,Puzzle,"Inkscape,Godot,GIMP","2D,Board Game,Cute,Endless,Open Source,Relaxing",https://github.com/RevolNoom/mushroom_match,https://revolnoom.itch.io/mushroom-match,,mushroom_match,926,0,0,0,0,0,0,0,0.0,25,2023-08-05 02:11:39+00:00,133,0,1,79,6,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unity
10405,My Shadow's Keeper,,Inglo Games,Platformer,?,"Atmospheric,Godot,godot-wild-jam,Open Source",https://github.com/Inglo-Games/MyShadowsKeeper,https://inglo-games.itch.io/my-shadows-keeper,,MyShadowsKeeper,2186,1,5,5,0,0,0,0,0.0,55,2019-10-19 14:27:38+00:00,7,0,1,9,1,0,1,1,0,0,No,,No,,Yes,No,No,No,No,Unity
